openalex_id,title,publication_year,cited_by_count,doi,primary_topic,primary_field,primary_domain,berkeley_authors,abstract,sample_year,sample_seed,source_query_cost_usd
W4404651573,Communication and coordination in the 2023 Kahramanmaras earthquakes,2024,6,https://doi.org/10.1177/87552930241270559,Disaster Management and Resilience,Social Sciences,Social Sciences,Louise K. Comfort; Seunghyun Lee,"The interaction between communication and coordination is central to mobilizing response operations, but the processes vary under critical time constraints, creating disparities in complex operations in practice. To explore conditions that facilitate or hinder the interaction between these processes, we identify networks of organizations engaged in communication and coordination that functioned in response to the 6 February 2023, Kahramanmaras earthquakes in Turkey. Framed in the theory of complex adaptive systems, this study focuses on decision‐making among organizations that operated during this event and the flow of information within and among organizations that guided collective action. Using exploratory case‐study methods, we undertook four tasks to: (1) characterize the context in which the earthquakes occurred—public awareness, policies, and practice to reduce seismic risk; (2) identify technical communication networks that functioned during the first 3 weeks of response operations; (3) identify organizational coordination networks and flow of information that guided technical networks, including principal nodes of connection and missing links in the process; and (4) identify gaps between knowledge and action as organizations struggled to operate in a disaster‐degraded context. Study findings revealed limits in both technical and organizational networks and offer insights into how these sociotechnical networks could be scaled and strengthened to function more effectively in large‐scale, extreme events.",2024,211,0.0001
W4392363683,Do calcium channel blockers applied to cardiomyocytes cause increased channel expression resulting in reduced efficacy?,2024,8,https://doi.org/10.1038/s41540-024-00347-3,Cardiac electrophysiology and arrhythmias,Medicine,Health Sciences,Kevin E. Healy,"In the initial hours following the application of the calcium channel blocker (CCB) nifedipine to microtissues consisting of human induced pluripotent stem cell-derived cardiomyocytes (hiPSC-CMs), we observe notable variations in the drug's efficacy. Here, we investigate the possibility that these temporal changes in CCB effects are associated with adaptations in the expression of calcium ion channels in cardiomyocyte membranes. To explore this, we employ a recently developed mathematical model that delineates the regulation of calcium ion channel expression by intracellular calcium concentrations. According to the model, a decline in intracellular calcium levels below a certain target level triggers an upregulation of calcium ion channels. Such an upregulation, if instigated by a CCB, would then counteract the drug's inhibitory effect on calcium currents. We assess this hypothesis using time-dependent measurements of hiPSC-CMs dynamics and by refining an existing mathematical model of myocyte action potentials incorporating the dynamic nature of the number of calcium ion channels. The revised model forecasts that the CCB-induced reduction in intracellular calcium concentrations leads to a subsequent increase in calcium ion channel expression, thereby attenuating the drug's overall efficacy. The data and fit models suggest that dynamic changes in cardiac cells in the presence of CCBs may be explainable by induced changes in protein expression, and that this may lead to challenges in understanding calcium based drug effects on the heart unless timings of applications are carefully considered.",2024,211,0.0001
W4404527804,Sparse Network Asymptotics for Logistic Regression Under Possible Misspecification,2024,4,https://doi.org/10.3982/ecta19051,Statistical Methods and Inference,Mathematics,Physical Sciences,Bryan S. Graham,"Consider a bipartite network where N consumers choose to buy or not to buy M different products. This paper considers the properties of the logit fit of the N × M array of “ i ‐buys‐ j ” purchase decisions, <a:math xmlns:a=""http://www.w3.org/1998/Math/MathML"" display=""inline""> <a:mi mathvariant=""bold"">Y</a:mi> <a:mo>=</a:mo> <a:msub> <a:mrow> <a:mo stretchy=""false"">[</a:mo> <a:msub> <a:mrow> <a:mi>Y</a:mi> </a:mrow> <a:mrow> <a:mi>i</a:mi> <a:mi>j</a:mi> </a:mrow> </a:msub> <a:mo stretchy=""false"">]</a:mo> </a:mrow> <a:mrow> <a:mn>1</a:mn> <a:mo>≤</a:mo> <a:mi>i</a:mi> <a:mo>≤</a:mo> <a:mi>N</a:mi> <a:mo>,</a:mo> <a:mn>1</a:mn> <a:mo>≤</a:mo> <a:mi>j</a:mi> <a:mo>≤</a:mo> <a:mi>M</a:mi> </a:mrow> </a:msub> </a:math>, onto a vector of known functions of consumer and product attributes under asymptotic sequences where (i) both N and M grow large, (ii) the average number of products purchased per consumer is finite in the limit, (iii) there exists dependence across elements in the same row or same column of Y (i.e., dyadic dependence), and (iv) the true conditional probability of making a purchase may, or may not, take the assumed logit form. Condition (ii) implies that the limiting network of purchases is sparse : only a vanishing fraction of all possible purchases are actually made. Under sparse network asymptotics, I show that the parameter indexing the logit approximation solves a particular Kullback–Leibler Information Criterion (KLIC) minimization problem (defined with respect to a certain Poisson population). This finding provides a simple characterization of the logit pseudo‐true parameter under general misspecification (analogous to a (mean squared error (MSE) minimizing) linear predictor approximation of a general conditional expectation function (CEF)). With respect to sampling theory, sparseness implies that the first and last terms in an extended Hoeffding‐type variance decomposition of the score of the logit pseudo composite log‐likelihood are of equal order. In contrast, under dense network asymptotics, the last term is asymptotically negligible. Asymptotic normality of the logistic regression coefficients is shown using a martingale central limit theorem (CLT) for triangular arrays. Unlike in the dense case, the normality result derived here also holds under degeneracy of the network graphon. Relatedly, when there “happens to be” no dyadic dependence in the data set in hand, it specializes to recently derived results on the behavior of logistic regression with rare events and i.i.d. data. Simulation results suggest that sparse network asymptotics better approximate the finite network distribution of the logit estimator. A short empirical illustration, and additional calibrated Monte Carlo experiments, further illustrate the main theoretical ideas.",2024,211,0.0001
W4391042226,Candidate ferroelectrics via ab initio high-throughput screening of polar materials,2024,23,https://doi.org/10.1038/s41524-023-01193-3,Ferroelectric and Piezoelectric Materials,Materials Science,Physical Sciences,Francesco Ricci; Jeffrey B. Neaton; Stephanie A. Mack,"Abstract Ferroelectrics are a class of polar and switchable functional materials with diverse applications, from microelectronics to energy conversion. Computational searches for new ferroelectric materials have been constrained by accurate prediction of the polarization and switchability with electric field, properties that, in principle, require a comparison with a nonpolar phase whose atomic-scale unit cell is continuously deformable from the polar ground state. For most polar materials, such a higher-symmetry nonpolar phase does not exist or is unknown. Here, we introduce a general high-throughput workflow that screens polar materials as potential ferroelectrics. We demonstrate our workflow on 1978 polar structures in the Materials Project database, for which we automatically generate a nonpolar reference structure using pseudosymmetries, and then compute the polarization difference and energy barrier between polar and nonpolar phases, comparing the predicted values to known ferroelectrics. Focusing on a subset of 182 potential ferroelectrics, we implement a systematic ranking strategy that prioritizes candidates with large polarization and small polar-nonpolar energy differences. To assess stability and synthesizability, we combine information including the computed formation energy above the convex hull, the Inorganic Crystal Structure Database id number, a previously reported machine learning-based synthesizability score, and ab initio phonon band structures. To distinguish between previously reported ferroelectrics, materials known for alternative applications, and lesser-known materials, we combine this ranking with a survey of the existing literature on these candidates through Google Scholar and Scopus databases, revealing ~130 promising materials uninvestigated as ferroelectric. Our workflow and large-scale high-throughput screening lays the groundwork for the discovery of novel ferroelectrics, revealing numerous candidates materials for future experimental and theoretical endeavors.",2024,211,0.0001
W4404233414,"Direct ladderization of cyclooctatetraene-containing, processable conjugated ladder polymers from annulated bis-zirconacyclopentadienes",2024,6,https://doi.org/10.1039/d4sc06902a,Organometallic Complex Synthesis and Catalysis,Chemistry,Physical Sciences,August J. Rothenberger; Harrison M. Bergman; T. Don Tilley,"A conjugated ladder polymer composed of negatively curved cyclooctatetraene monomer units was synthesized in a single step from bis-zirconacyclopentadienes, resulting in microporosity and high processability.",2024,211,0.0001
W4401996173,AcrIF11 is a potent CRISPR-specific ADP-ribosyltransferase encoded by phage and plasmid,2024,0,https://doi.org/10.1101/2024.08.26.609590,CRISPR and Genetic Engineering,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Leah T. Roe,"Abstract Phage-encoded anti-CRISPR (Acr) proteins inhibit CRISPR-Cas systems to allow phage replication and lysogeny maintenance. Most of the Acrs characterized to date are stable stoichiometric inhibitors. While enzymatic Acrs have been characterized biochemically, little is known about their potency, specificity, and reversibility. Here, we examine AcrIF11, a widespread phage and plasmid-encoded ADP-ribosyltransferase (ART) that inhibits the Type I-F CRISPR-Cas system. We present an NMR structure of an AcrIF11 homolog that reveals chemical shift perturbations consistent with NAD (cofactor) binding. In experiments that model both lytic phage replication and MGE/lysogen stability under high targeting pressure, AcrIF11 is a highly potent CRISPR-Cas inhibitor and more robust to Cas protein level fluctuations than stoichiometric inhibitors. Furthermore, we demonstrate that AcrIF11 is remarkably specific, predominantly ADP-ribosylating Csy1 when expressed in P. aeruginosa . Given the reversible nature of ADP-ribosylation, we hypothesized that ADPr eraser enzymes (macrodomains) could remove ADPr from Csy1, a potential limitation of PTM-based CRISPR inhibition. We demonstrate that diverse macrodomains can indeed remove the modification from Csy1 in P. aeruginosa lysate. Together, these experiments connect the in vitro observations of AcrIF11’s enzymatic activity to its potent and specific effects in vivo , clarifying the advantages and drawbacks of enzymatic Acrs in the evolutionary arms race between phages and bacteria.",2024,211,0.0001
W4391140899,A Bayesian approach for estimating the post-earthquake recovery trajectories of electric power systems in Japan,2024,8,https://doi.org/10.1080/23789689.2024.2303801,Infrastructure Resilience and Vulnerability Analysis,Engineering,Physical Sciences,Eyitayo A. Opabola,"Post-disaster recovery modelling of engineering systems has become an important facet of catastrophe risk modelling and management for natural hazards. The post-disaster recovery trajectory of a civil infrastructure system can be quantified using (a) the initial post-disaster functionality level, Qo; (b) rapidity, h (i.e., the rate of functionality restoration); and (c) recovery time, Rt. This study uses a Bayesian estimation approach to derive a set of probabilistic models to estimate Qo, Rt, and h of electric power networks (EPNs) using post-earthquake recovery data from 16 large earthquakes in Japan between 2003 and 2022. The considered predictor (explanatory) variables include earthquake magnitude, year of occurrence, seismic intensity, and exposed population (PEX). Apart from being a simple and efficient stand-alone tool, the proposed data-driven models can be a useful benchmarking tool for simulation-based approaches for EPN recovery modelling.",2024,211,0.0001
W4401513305,Variational time reversal for free-energy estimation in nonequilibrium steady states,2024,5,https://doi.org/10.1103/physreve.110.024120,Advanced Thermodynamics and Statistical Mechanics,Physics and Astronomy,Physical Sciences,David T. Limmer; Jorge L. Rosa-Raíces,"Studying the structure of systems in nonequilibrium steady states necessitates tools that quantify population shifts and associated deformations of equilibrium free-energy landscapes under persistent currents. Within the framework of stochastic thermodynamics, we establish a variant of the Kawasaki-Crooks equality that relates nonequilibrium free-energy corrections in overdamped Langevin systems to heat dissipation statistics along time-reversed relaxation trajectories computable with molecular simulation. Using stochastic control theory, we arrive at a general variational approach to evaluate the Kawasaki-Crooks equality and use it to estimate distribution functions of order parameters in specific models of driven and active matter, attaining substantial improvement in accuracy over simple perturbative methods.",2024,211,0.0001
W4392892438,"See-Star: a versatile hydrogel-based protocol for clearing large, opaque and calcified marine invertebrates",2024,0,https://doi.org/10.1101/2024.03.16.585344,Marine Biology and Environmental Chemistry,Engineering,Physical Sciences,Laurent Formery,"Abstract Studies of morphology and developmental patterning in adult stages of many invertebrates are hindered by opaque structures, such as shells, skeletal elements, and pigment granules that block or refract light and necessitate sectioning for observation of internal features. An inherent challenge in studies relying on surgical approaches is that cutting tissue is semi-destructive, and delicate structures, such as axonal processes within neural networks, are computationally challenging to reconstruct once disrupted. To address this problem, we developed See-Star, a hydrogel-based tissue clearing protocol to render the bodies of opaque and calcified invertebrates optically transparent while preserving their anatomy in an unperturbed state, facilitating molecular labeling and observation of intact organ systems. The resulting protocol can clear large (&gt;1 cm 3 ) specimens to enable deep-tissue imaging, and is compatible with molecular techniques, such as immunohistochemistry and in situ hybridization to visualize protein and mRNA localization. To test the utility of this method, we performed a whole mount imaging study of intact nervous systems in juvenile echinoderms and molluscs, and demonstrate that See-Star allows for comparative studies to be extended far into development facilitating insights into the anatomy of juveniles and adults that are usually not amenable to whole mount imaging.",2024,211,0.0001
W4392775126,From Foes to Friends: The Causes of Interstate Rapprochement and Conciliation,2024,6,https://doi.org/10.1146/annurev-polisci-041322-024603,American Constitutional Law and Politics,Social Sciences,Social Sciences,Michaela Mattes,"When, why, and how do countries move from hostile to peaceful relations, and sometimes even friendship? We draw on the interstate peace literature to identify two peace processes. Rapprochement represents a first step during which enemies might develop normal working relations. Some states then progress to conciliation and establish warm and cooperative ties. We compare rapprochement to conciliation, outline the mechanisms that drive each process, and review scholarly findings about three types of causal variables: abrupt shocks, stable contextual factors, and policy initiatives. A key insight emerges that conciliation is not simply an extension of rapprochement—the predictors of these two processes differ significantly. We then call for greater scholarly attention to the study of conciliation, interactions of causal factors, the domestic politics underlying each process, the causes of peace failure, and empirical and methodological challenges.",2024,211,0.0001
W4399295262,Femtosecond core-level spectroscopy reveals involvement of triplet states in the gas-phase photodissociation of Fe(CO)5,2024,0,https://doi.org/10.26434/chemrxiv-2023-m1ggn-v3,Advanced Chemical Physics Studies,Physics and Astronomy,Physical Sciences,Juan E. Arias-Martinez; Kevin Carter-Fenk; Martin Head‐Gordon,"Excitation of iron pentacarbonyl [Fe(CO)5], a prototypical photocatalyst, at 266 nm causes sequential loss of two CO ligands in the gas phase, creating catalytically active, unsaturated iron carbonyls. Despite numerous studies, major aspects of its ultrafast photochemistry remain unresolved because the early excited-state dynamics have so far eluded spectroscopic observation. This has led to the long-held assumption that ultrafast dissociation of gas-phase Fe(CO)5 proceeds exclusively on the singlet manifold. Herein, we present a combined experimental-theoretical study employing ultrafast extreme ultraviolet transient absorption spectroscopy near the Fe M2 ,3-edge, which features spectral evolution on 100-fs and 3-ps time scales, alongside high-level electronic structure theory, which enables characterization of the molecular geometries and electronic states involved in the ultrafast photodissociation of Fe(CO)5. We assign the 100-fs evolution to spectroscopic signatures associated with intertwined structural and electronic dynamics on the singlet metal-centered states during first CO loss, and the 3-ps evolution to the competing dissociation of Fe(CO)4 along the lowest singlet and triplet surfaces to form Fe(CO)3. Calculations of transient spectra in both singlet and triplet states as well as spin-orbit coupling constants along key structural pathways, provide evidence for intersystem crossing to the triplet ground state of Fe(CO)4. Thus, our work presents the first spectroscopic detection of transient excited states during ultrafast photodissociation of gas-phase Fe(CO)5 and challenges the long-standing assumption that triplet states do not play a role in the ultrafast dynamics.",2024,211,0.0001
W4402262878,Climate change exacerbates the environmental impacts of agriculture,2024,467,https://doi.org/10.1126/science.adn3747,Climate change impacts on agriculture,Agricultural and Biological Sciences,Life Sciences,Ariel Ortiz Bobea; Nathaniel D. Mueller; Paolo D’Odorico,"Agriculture's global environmental impacts are widely expected to continue expanding, driven by population and economic growth and dietary changes. This Review highlights climate change as an additional amplifier of agriculture's environmental impacts, by reducing agricultural productivity, reducing the efficacy of agrochemicals, increasing soil erosion, accelerating the growth and expanding the range of crop diseases and pests, and increasing land clearing. We identify multiple pathways through which climate change intensifies agricultural greenhouse gas emissions, creating a potentially powerful climate change-reinforcing feedback loop. The challenges raised by climate change underscore the urgent need to transition to sustainable, climate-resilient agricultural systems. This requires investments that both accelerate adoption of proven solutions that provide multiple benefits, and that discover and scale new beneficial processes and food products.",2024,211,0.0001
W4401313882,Link Element Design for a Landing-Gear Mechanism in a Statics and Mechanics of Materials Course,2024,0,https://doi.org/10.18260/1-2--47748,Mechatronics Education and Applications,Engineering,Physical Sciences,Aimée Cloutier; Amir Danesh-Yazdi; Sean Moseley,"In this work, we describe a project involving a link element design for a landing gear mechanism as part of our Statics and Mechanics of Materials I course.During this project, students are asked to design a safe and lightweight linkage that will allow the landing gear to safely and slowly retract from a vertical position to a nearly horizontal one without breaking or stretching more than 10% of its original length.This project is introduced at the halfway point of the 10-week term, at which point students are familiar with the 2D equilibrium of rigid bodies and the concepts of stress, strain, and the factor of safety.General geometry and dimensions of the testing apparatus are provided to the students along with experimental properties of Nylon 6/6, from which the linkages are laser cut.Student groups are expected to produce a CAD file of their design along with a detailed memo documenting their analysis and design process.In this paper, we will present technical details about the project along with the different approaches each instructor takes in presenting, conducting, and assessing the project in their class.We will also discuss the challenges faced by the instructors and students and present detailed student and instructor feedback on the effectiveness of this design project in enhancing student learning.",2024,211,0.0001
W4393163000,Hazardous explosive eruptions of a recharging multi-cyclic island arc caldera,2024,17,https://doi.org/10.1038/s41561-024-01392-7,Combustion and Detonation Processes,Engineering,Physical Sciences,Michael Manga,"Abstract Caldera-forming eruptions of silicic volcanic systems are among the most devastating events on Earth. By contrast, post-collapse volcanic activity initiating new caldera cycles is generally considered less hazardous. Formed after Santorini’s latest caldera-forming eruption of ~1600 bce , the Kameni Volcano in the southern Aegean Sea enables the eruptive evolution of a recharging multi-cyclic caldera to be reconstructed. Kameni’s eruptive record has been documented by onshore products and historical descriptions of mainly effusive eruptions dating back to 197 bce . Here we combine high-resolution seismic reflection data with cored lithologies from International Ocean Discovery Program Expedition 398 at four sites to determine the submarine architecture and volcanic history of intra-caldera deposits from Kameni. Our shore-crossing analysis reveals the deposits of a submarine explosive eruption that produced up to 3.1 km 3 of pumice and ash, which we relate to a historical eruption in 726 ce . The estimated volcanic explosivity index of magnitude 5 exceeds previously considered worst-case eruptive scenarios for Santorini. Our finding that the Santorini caldera is capable of producing large explosive eruptions at an early stage in the caldera cycle implies an elevated hazard potential for the eastern Mediterranean region, and potentially for other recharging silicic calderas.",2024,211,0.0001
W4407579073,Recommendation: When and where can coastal wetland restoration increase carbon sequestration as a natural climate solution? — R1/PR5,2024,0,https://doi.org/10.1017/cft.2024.14.pr5,Coastal and Marine Management,Environmental Science,Physical Sciences,Dennis Baldocchi,"Coastal wetlands are hotspots of carbon sequestration, and their conservation and restoration can help to mitigate climate change. However, there remains uncertainty on when and where coastal wetland restoration can most effectively act as natural climate solutions (NCS). Here, we synthesize current understanding to illustrate the requirements for coastal wetland restoration to benefit climate, and discuss potential paths forward that address key uncertainties impeding implementation. To be effective as NCS, coastal wetland restoration projects will accrue climate cooling benefits that would not occur without management action (additionality), will be implementable (feasibility) and will persist over management-relevant timeframes (permanence). Several issues add uncertainty to understanding if these minimum requirements are met. First, coastal wetlands serve as both a landscape source and sink of carbon for other habitats, increasing uncertainty in additionality. Second, coastal wetlands can potentially migrate outside of project footprints as they respond to sea-level rise, increasing uncertainty in permanence. To address these first two issues, a system-wide approach may be necessary, rather than basing cooling benefits only on changes that occur within project boundaries. Third, the need for NCS to function over management-relevant decadal timescales means methane responses may be necessary to include in coastal wetland restoration planning and monitoring. Finally, there is uncertainty on how much data are required to justify restoration action. We summarize the minimum data required to make a binary decision on whether there is a net cooling benefit from a management action, noting that these data are more readily available than the data required to quantify the magnitude of cooling benefits for carbon crediting purposes. By reducing uncertainty, coastal wetland restoration can be implemented at the scale required to significantly contribute to addressing the current climate crisis.",2024,211,0.0001
W4393372233,Explorations of Cumulative Advantage Using Data on French Physicists,2024,2,https://doi.org/10.3386/w32285,scientometrics and bibliometrics research,Decision Sciences,Social Sciences,Bronwyn H. Hall,"We use a large dataset of approximately 1500 physicists employed by the Centre National de la Recherche Scientifique (CNRS) in France to investigate the role of cumulative advantage in their publication career.Measuring output by time series of the number of publications and the number of cite-weighted publications for each physicist, we find that the simple stylized facts predicted by cumulative advantage hold only weakly for these physicists.However, regressions with fixed effects, life cycle effects, and past productivity provide strong evidence that cumulative advantage matters for future productivity.In future work, we plan to compare this sample with those from other countries that have different systems for the conduct of scientific research.",2024,211,0.0001
W4393407960,Needs of human resource professionals in implicit bias and disability inclusion training: A focus group study,2024,5,https://doi.org/10.3233/jvr-240015,Disability Education and Employment,Social Sciences,Social Sciences,Hanson Ho,"BACKGROUND: Research investigating the implicit bias of employers towards individuals with disabilities emphasizes the importance of increased attention to implicit bias in the workplace. Previous research supports the use of trainings to promote awareness and education of implicit and explicit bias toward people with disabilities among employers. OBJECTIVE: The purpose of the current study was to better understand employers' stigmatizing attitudes toward individuals with disabilities and develop effective strategies to increase awareness and knowledge related to these negative attitudes. METHODS: Two focus groups of HR professionals were conducted to investigate guidelines and content areas that should be included in training. Data was analyzed using qualitative content analysis (QCA) methodology. RESULTS: Researchers identified four major themes regarding guidelines for training development: 1) educational information on implicit and explicit bias, 2) disability inclusion information and strategies, 3) consideration of multiple learning modalities, and 4) case studies. CONCLUSION: Training interventions incorporating these needs and preferences of HR professionals may more effectively increase awareness of implicit bias in the workplace. Sharing evidence regarding implicit and explicit bias, along with current information on disability inclusion, while using varied instructional strategies may lead to a reduction in disability-related stigma and discrimination in the workplace.",2024,211,0.0001
W4396747606,"Optimizing Last-Mile Delivery: A Multi-Criteria Approach with Automated Smart Lockers, Capillary Distribution and Crowdshipping",2024,50,https://doi.org/10.3390/logistics8020052,Urban and Freight Transport Logistics,Engineering,Physical Sciences,Bartosz Sawik,"Background: This publication presents a review, multiple criteria optimization models, and a practical example pertaining to the integration of automated smart locker systems, capillary distribution networks, crowdshipping, last-mile delivery and supply chain management. This publication addresses challenges in logistics and transportation, aiming to enhance efficiency, reduce costs and improve customer satisfaction. This study integrates automated smart locker systems, capillary distribution networks, crowdshipping, last-mile delivery and supply chain management. Methods: A review of the existing literature synthesizes key concepts, such as facility location problems, vehicle routing problems and the mathematical programming approach, to optimize supply chain operations. Conceptual optimization models are formulated to solve the complex decision-making process involved in last-mile delivery, considering multiple objectives, including cost minimization, delivery time optimization, service level minimization, capacity optimization, vehicle minimization and resource utilization. Results: The multiple criteria approaches combine the vehicle routing problem and facility location problem, demonstrating the practical applicability of the proposed methodology in a real-world case study within a logistics company. Conclusions: The execution of multi-criteria models optimizes automated smart locker deployment, capillary distribution design, crowdshipping and last-mile delivery strategies, showcasing its effectiveness in the logistics sector.",2024,211,0.0001
W4396853138,A Computational Tool to Characterize Infrasonic Wind Turbine Signatures,2024,0,https://doi.org/10.1109/aero58975.2024.10521078,Seismic Waves and Analysis,Earth and Planetary Sciences,Physical Sciences,Théa Adumitroaie,"Remote sensing via high-altitude balloons (HAB) enables the detection of infrasonic signatures that propagate through the atmosphere. Wind turbines are one source of infrasound and present specific interest due to their harmonic tendencies, interference with seismic observations, and adverse effects on human health. Verification of the analysis tools’ validity within Python libraries is essential in accurately characterizing wind turbine signatures in a dataset. Thus, utilizing a pressure transducer specialized for infrasound detection to record a ceiling fan played an essential role in writing scripts containing specific algorithms to manipulate and visualize the targeted source. Signal processing aims to characterize the infrasonic signatures by building a computational tool. This was accomplished by generating periodograms estimating the power spectral density (PSD) of the data to identify prominent peaks. Moreover, harmonic signals were characterized by the computation of spectrograms that utilize Fast Fourier transforms (FFT). As part of the Innovation to Flight (i2F) Internship at Jet Propulsion Laboratory (JPL) and in preparation for a JPL balloon experiment in the Zephyrus series, the data analysis processing pipeline was constructed and tested on a raw data set obtained from a previous high-altitude balloon flight managed by Sandia Laboratory. Wind turbine harmonics were only found in the 10 to 30 Hz higher frequency band. However, the detection of wind turbines from their infrasonic signature found a fundamental frequency of 0.8 Hz, verifying the tools’ effectiveness regarding data set manipulation.",2024,211,0.0001
W4391598931,Implement and Integrate Flipped Metrology Laboratory in Manufacturing Education,2024,1,https://doi.org/10.18260/1-2--43508,Experimental Learning in Engineering,Engineering,Physical Sciences,Wayne Hung,"Traditional manufacturing classes cover engineering materials and manufacturing processes. Upon familiar with basic hand tools like calipers, micrometers, or indicators in laboratory exercises, students would understand metrology as dimension with tolerance and miss other important aspects of metrology such as shape, surface finish, and how the part shape would affect dimensional tolerances. The limited metrology knowledge would later show in capstone projects for undergraduate students and research projects for graduate students when designing and fabricating their engineering components. The issues follow when students joining manufacturing workforce in industry or research institution upon graduation.",2024,211,0.0001
W4393257527,Scaling and Localization in Multipole-Conserving Diffusion,2024,17,https://doi.org/10.1103/physrevlett.132.137102,Quantum many-body systems,Physics and Astronomy,Physical Sciences,Ethan Lake,"We study diffusion in systems of classical particles whose dynamics conserves the total center of mass. This conservation law leads to several interesting consequences. In finite systems, it allows for equilibrium distributions that are exponentially localized near system boundaries. It also yields an unusual approach to equilibrium, which in d dimensions exhibits scaling with dynamical exponent z=4+d. Similar phenomena occur for dynamics that conserves higher moments of the density, which we systematically classify using a family of nonlinear diffusion equations. In the quantum setting, analogous fermionic systems are shown to form real-space Fermi surfaces, while bosonic versions display a real-space analog of Bose-Einstein condensation.",2024,211,0.0001
W4403247240,Impacts from air pollution on respiratory disease outcomes: a meta-analysis,2024,13,https://doi.org/10.3389/fpubh.2024.1417450,Air Quality and Health Impacts,Environmental Science,Physical Sciences,Eahsan Shahriary; Jason Su; Shadi Aslebagh,"Introduction: Air pollution is widely acknowledged as a significant factor in respiratory outcomes, including coughing, wheezing, emergency department (ED) visits, and even death. Although several literature reviews have confirmed the association between air pollution and respiratory outcomes, they often did not standardize associations across different studies and overlooked other increasingly impactful pollutants such as trace metals. Recognizing the importance of consistent comparison and emissions of non-exhaust particles from road traffic, this study aims to comprehensively evaluate the standardized effects of various criteria pollutants and trace metals on respiratory health. Methods: We conducted a comprehensive meta-analysis of peer-reviewed journal articles on air pollution and respiratory outcomes published between 1 January 2000, and 1 June 2024. The study included children (age < 18 years), adults (age ≥ 18 years), and all age groups exposed to criteria pollutants established by the US Environmental Protection Agency National Ambient Air Quality Standards and over 10 trace metals. Using databases, such as PubMed, MEDLINE, Web of Science Core Collection, and Google Scholar, we identified 579 relevant articles. After rigorous screening and quality assessment using the Newcastle-Ottawa Scale, 50 high-quality studies were included. We converted various reported outcomes (e.g., odds ratios, relative risk, and percent increase) to a standardized odds ratio (OR) for comparability and performed meta-analyses using R 4.4.0 and related packages, ensuring the robustness of our findings. Results: ) and other pollutants, with children showing higher susceptibility than adults. The analysis of trace metals also showed significant associations; however, these findings require cautious interpretation due to the small number of studies. Conclusion: Our study supports associations between air pollutants, including non-exhaust trace metals, and respiratory outcomes across different age groups. The findings underscore the need for stringent environmental health policies and further research, especially in regions with higher pollution levels. The future studies should consider long-term and short-term exposures separately and include diverse populations to improve the accuracy and generalizability of the results.",2024,211,0.0001
W4396652621,Why are triploid quaking aspen (<i>Populus tremuloides</i>) common?,2024,3,https://doi.org/10.1002/ajb2.16325,Reproductive Biology and Fertility,Medicine,Health Sciences,Benjamin Blonder,"PREMISE: Quaking aspen is a clonal tree species that has mixed ploidy, often with high relative abundance of both diploids and triploids but no haploids or tetraploids. Triploids typically have low fertility, leaving their occurrence apparently unlikely from an evolutionary perspective, unless they provide a ""triploid bridge"" to generating higher-fitness tetraploids-which are not observed in this species. This study focused on how triploidy can be maintained in quaking aspen. METHODS: A computational model was used to simulate gamete production, sexual reproduction, asexual reproduction, parent survival, and offspring survival in a population. All parameters were assumed to be cytotype-dependent and environment-independent. Sampling methods were used to identify parameter combinations consistent with observed cytotype frequencies. RESULTS: Many processes and parameter values were sufficient to yield a moderate frequency of triploids, and very few were necessary. The most plausible route involved higher triploid survival at the parent or offspring stage and limited unreduced gamete production by either diploid or triploid parents. Triploid fertility was helpful but not necessary. CONCLUSIONS: The coexistence of diploids and triploids in quaking aspen is statistically likely and promoted by the existence of commonly observed, long-lived triploid clones. However, other mechanisms not captured by the model related to environmental variation could also occur. Further empirical data or more complex but difficult-to-parameterize models are needed to gain further insight.",2024,211,0.0001
