ts,user,event,score
2025-07-17T12:12:00,u1332,click,32
2025-07-18T13:13:00,u1333,click,39
2025-07-19T14:14:00,u1334,click,46
2025-07-20T15:15:00,u1335,click,53
2025-07-21T16:16:00,u1336,click,60
2025-07-22T17:17:00,u1337,click,67
2025-07-23T18:18:00,u1338,click,74
2025-07-24T19:19:00,u1339,click,81
2025-07-25T20:20:00,u1340,click,88
2025-07-26T21:21:00,u1341,click,95
2025-07-27T22:22:00,u1342,click,1
2025-07-28T23:23:00,u1343,click,8
2025-07-01T00:24:00,u1344,click,15
2025-07-02T01:25:00,u1345,click,22
2025-07-03T02:26:00,u1346,click,29
2025-07-04T03:27:00,u1347,click,36
2025-07-05T04:28:00,u1348,click,43
2025-07-06T05:29:00,u1349,click,50
2025-07-07T06:30:00,u1350,click,57
2025-07-08T07:31:00,u1351,click,64
2025-07-09T08:32:00,u1352,click,71
2025-07-10T09:33:00,u1353,click,78
2025-07-11T10:34:00,u1354,click,85
2025-07-12T11:35:00,u1355,click,92
2025-07-13T12:36:00,u1356,click,99
2025-07-14T13:37:00,u1357,click,5
2025-07-15T14:38:00,u1358,click,12
2025-07-16T15:39:00,u1359,click,19
2025-07-17T16:40:00,u1360,click,26
2025-07-18T17:41:00,u1361,click,33
2025-07-19T18:42:00,u1362,click,40
2025-07-20T19:43:00,u1363,click,47
2025-07-21T20:44:00,u1364,click,54
2025-07-22T21:45:00,u1365,click,61
2025-07-23T22:46:00,u1366,click,68
2025-07-24T23:47:00,u1367,click,75
2025-07-25T00:48:00,u1368,click,82
2025-07-26T01:49:00,u1369,click,89
2025-07-27T02:50:00,u1370,click,96
2025-07-28T03:51:00,u1371,click,2
2025-07-01T04:52:00,u1372,click,9
2025-07-02T05:53:00,u1373,click,16
2025-07-03T06:54:00,u1374,click,23
2025-07-04T07:55:00,u1375,click,30
2025-07-05T08:56:00,u1376,click,37
2025-07-06T09:57:00,u1377,click,44
2025-07-07T10:58:00,u1378,click,51
2025-07-08T11:59:00,u1379,click,58
2025-07-09T12:00:00,u1380,click,65
2025-07-10T13:01:00,u1381,click,72
2025-07-11T14:02:00,u1382,click,79
2025-07-12T15:03:00,u1383,click,86
2025-07-13T16:04:00,u1384,click,93
2025-07-14T17:05:00,u1385,click,100
2025-07-15T18:06:00,u1386,click,6
2025-07-16T19:07:00,u1387,click,13
2025-07-17T20:08:00,u1388,click,20
2025-07-18T21:09:00,u1389,click,27
2025-07-19T22:10:00,u1390,click,34
2025-07-20T23:11:00,u1391,click,41
2025-07-21T00:12:00,u1392,click,48
2025-07-22T01:13:00,u1393,click,55
2025-07-23T02:14:00,u1394,click,62
2025-07-24T03:15:00,u1395,click,69
2025-07-25T04:16:00,u1396,click,76
2025-07-26T05:17:00,u1397,click,83
2025-07-27T06:18:00,u1398,click,90
2025-07-28T07:19:00,u1399,click,97
2025-07-01T08:20:00,u1400,click,3
2025-07-02T09:21:00,u1401,click,10
2025-07-03T10:22:00,u1402,click,17
2025-07-04T11:23:00,u1403,click,24
2025-07-05T12:24:00,u1404,click,31
2025-07-06T13:25:00,u1405,click,38
2025-07-07T14:26:00,u1406,click,45
2025-07-08T15:27:00,u1407,click,52
2025-07-09T16:28:00,u1408,click,59
2025-07-10T17:29:00,u1409,click,66
2025-07-11T18:30:00,u1410,click,73
2025-07-12T19:31:00,u1411,click,80
2025-07-13T20:32:00,u1412,click,87
2025-07-14T21:33:00,u1413,click,94
2025-07-15T22:34:00,u1414,click,0
2025-07-16T23:35:00,u1415,click,7
2025-07-17T00:36:00,u1416,click,14
2025-07-18T01:37:00,u1417,click,21
2025-07-19T02:38:00,u1418,click,28
2025-07-20T03:39:00,u1419,click,35
2025-07-21T04:40:00,u1420,click,42
2025-07-22T05:41:00,u1421,click,49
2025-07-23T06:42:00,u1422,click,56
2025-07-24T07:43:00,u1423,click,63
2025-07-25T08:44:00,u1424,click,70
2025-07-26T09:45:00,u1425,click,77
2025-07-27T10:46:00,u1426,click,84
2025-07-28T11:47:00,u1427,click,91
2025-07-01T12:48:00,u1428,click,98
2025-07-02T13:49:00,u1429,click,4
2025-07-03T14:50:00,u1430,click,11
2025-07-04T15:51:00,u1431,click,18
2025-07-05T16:52:00,u1432,click,25
2025-07-06T17:53:00,u1433,click,32
2025-07-07T18:54:00,u1434,click,39
2025-07-08T19:55:00,u1435,click,46
2025-07-09T20:56:00,u1436,click,53
2025-07-10T21:57:00,u1437,click,60
2025-07-11T22:58:00,u1438,click,67
2025-07-12T23:59:00,u1439,click,74
2025-07-13T00:00:00,u1440,click,81
2025-07-14T01:01:00,u1441,click,88
2025-07-15T02:02:00,u1442,click,95
2025-07-16T03:03:00,u1443,click,1
2025-07-17T04:04:00,u1444,click,8
2025-07-18T05:05:00,u1445,click,15
2025-07-19T06:06:00,u1446,click,22
2025-07-20T07:07:00,u1447,click,29
2025-07-21T08:08:00,u1448,click,36
2025-07-22T09:09:00,u1449,click,43
2025-07-23T10:10:00,u1450,click,50
2025-07-24T11:11:00,u1451,click,57
2025-07-25T12:12:00,u1452,click,64
2025-07-26T13:13:00,u1453,click,71
2025-07-27T14:14:00,u1454,click,78
2025-07-28T15:15:00,u1455,click,85
2025-07-01T16:16:00,u1456,click,92
2025-07-02T17:17:00,u1457,click,99
2025-07-03T18:18:00,u1458,click,5
2025-07-04T19:19:00,u1459,click,12
2025-07-05T20:20:00,u1460,click,19
2025-07-06T21:21:00,u1461,click,26
2025-07-07T22:22:00,u1462,click,33
2025-07-08T23:23:00,u1463,click,40
2025-07-09T00:24:00,u1464,click,47
2025-07-10T01:25:00,u1465,click,54
2025-07-11T02:26:00,u1466,click,61
2025-07-12T03:27:00,u1467,click,68
2025-07-13T04:28:00,u1468,click,75
2025-07-14T05:29:00,u1469,click,82
2025-07-15T06:30:00,u1470,click,89
2025-07-16T07:31:00,u1471,click,96
2025-07-17T08:32:00,u1472,click,2
2025-07-18T09:33:00,u1473,click,9
2025-07-19T10:34:00,u1474,click,16
2025-07-20T11:35:00,u1475,click,23
2025-07-21T12:36:00,u1476,click,30
2025-07-22T13:37:00,u1477,click,37
2025-07-23T14:38:00,u1478,click,44
2025-07-24T15:39:00,u1479,click,51
2025-07-25T16:40:00,u1480,click,58
2025-07-26T17:41:00,u1481,click,65
2025-07-27T18:42:00,u1482,click,72
2025-07-28T19:43:00,u1483,click,79
2025-07-01T20:44:00,u1484,click,86
2025-07-02T21:45:00,u1485,click,93
2025-07-03T22:46:00,u1486,click,100
2025-07-04T23:47:00,u1487,click,6
2025-07-05T00:48:00,u1488,click,13
2025-07-06T01:49:00,u1489,click,20
2025-07-07T02:50:00,u1490,click,27
2025-07-08T03:51:00,u1491,click,34
2025-07-09T04:52:00,u1492,click,41
2025-07-10T05:53:00,u1493,click,48
2025-07-11T06:54:00,u1494,click,55
2025-07-12T07:55:00,u1495,click,62
2025-07-13T08:56:00,u1496,click,69
2025-07-14T09:57:00,u1497,click,76
2025-07-15T10:58:00,u1498,click,83
2025-07-16T11:59:00,u1499,click,90
2025-07-17T12:00:00,u1500,click,97
2025-07-18T13:01:00,u1501,click,3
2025-07-19T14:02:00,u1502,click,10
2025-07-20T15:03:00,u1503,click,17
2025-07-21T16:04:00,u1504,click,24
2025-07-22T17:05:00,u1505,click,31
2025-07-23T18:06:00,u1506,click,38
2025-07-24T19:07:00,u1507,click,45
2025-07-25T20:08:00,u1508,click,52
2025-07-26T21:09:00,u1509,click,59
2025-07-27T22:10:00,u1510,click,66
2025-07-28T23:11:00,u1511,click,73
2025-07-01T00:12:00,u1512,click,80
2025-07-02T01:13:00,u1513,click,87
2025-07-03T02:14:00,u1514,click,94
2025-07-04T03:15:00,u1515,click,0
2025-07-05T04:16:00,u1516,click,7
2025-07-06T05:17:00,u1517,click,14
2025-07-07T06:18:00,u1518,click,21
2025-07-08T07:19:00,u1519,click,28
2025-07-09T08:20:00,u1520,click,35
2025-07-10T09:21:00,u1521,click,42
2025-07-11T10:22:00,u1522,click,49
2025-07-12T11:23:00,u1523,click,56
2025-07-13T12:24:00,u1524,click,63
2025-07-14T13:25:00,u1525,click,70
2025-07-15T14:26:00,u1526,click,77
2025-07-16T15:27:00,u1527,click,84
2025-07-17T16:28:00,u1528,click,91
2025-07-18T17:29:00,u1529,click,98
2025-07-19T18:30:00,u1530,click,4
2025-07-20T19:31:00,u1531,click,11
2025-07-21T20:32:00,u1532,click,18
2025-07-22T21:33:00,u1533,click,25
2025-07-23T22:34:00,u1534,click,32
2025-07-24T23:35:00,u1535,click,39
2025-07-25T00:36:00,u1536,click,46
2025-07-26T01:37:00,u1537,click,53
2025-07-27T02:38:00,u1538,click,60
2025-07-28T03:39:00,u1539,click,67
2025-07-01T04:40:00,u1540,click,74
2025-07-02T05:41:00,u1541,click,81
2025-07-03T06:42:00,u1542,click,88
2025-07-04T07:43:00,u1543,click,95
2025-07-05T08:44:00,u1544,click,1
2025-07-06T09:45:00,u1545,click,8
2025-07-07T10:46:00,u1546,click,15
2025-07-08T11:47:00,u1547,click,22
2025-07-09T12:48:00,u1548,click,29
2025-07-10T13:49:00,u1549,click,36
2025-07-11T14:50:00,u1550,click,43
2025-07-12T15:51:00,u1551,click,50
2025-07-13T16:52:00,u1552,click,57
2025-07-14T17:53:00,u1553,click,64
2025-07-15T18:54:00,u1554,click,71
2025-07-16T19:55:00,u1555,click,78
2025-07-17T20:56:00,u1556,click,85
2025-07-18T21:57:00,u1557,click,92
2025-07-19T22:58:00,u1558,click,99
2025-07-20T23:59:00,u1559,click,5
2025-07-21T00:00:00,u1560,click,12
2025-07-22T01:01:00,u1561,click,19
2025-07-23T02:02:00,u1562,click,26
2025-07-24T03:03:00,u1563,click,33
2025-07-25T04:04:00,u1564,click,40
2025-07-26T05:05:00,u1565,click,47
2025-07-27T06:06:00,u1566,click,54
2025-07-28T07:07:00,u1567,click,61
2025-07-01T08:08:00,u1568,click,68
2025-07-02T09:09:00,u1569,click,75
2025-07-03T10:10:00,u1570,click,82
2025-07-04T11:11:00,u1571,click,89
2025-07-05T12:12:00,u1572,click,96
2025-07-06T13:13:00,u1573,click,2
2025-07-07T14:14:00,u1574,click,9
2025-07-08T15:15:00,u1575,click,16
2025-07-09T16:16:00,u1576,click,23
2025-07-10T17:17:00,u1577,click,30
2025-07-11T18:18:00,u1578,click,37
2025-07-12T19:19:00,u1579,click,44
2025-07-13T20:20:00,u1580,click,51
2025-07-14T21:21:00,u1581,click,58
2025-07-15T22:22:00,u1582,click,65
2025-07-16T23:23:00,u1583,click,72
2025-07-17T00:24:00,u1584,click,79
2025-07-18T01:25:00,u1585,click,86
2025-07-19T02:26:00,u1586,click,93
2025-07-20T03:27:00,u1587,click,100
2025-07-21T04:28:00,u1588,click,6
2025-07-22T05:29:00,u1589,click,13
2025-07-23T06:30:00,u1590,click,20
2025-07-24T07:31:00,u1591,click,27
2025-07-25T08:32:00,u1592,click,34
2025-07-26T09:33:00,u1593,click,41
2025-07-27T10:34:00,u1594,click,48
2025-07-28T11:35:00,u1595,click,55
2025-07-01T12:36:00,u1596,click,62
2025-07-02T13:37:00,u1597,click,69
2025-07-03T14:38:00,u1598,click,76
2025-07-04T15:39:00,u1599,click,83
2025-07-05T16:40:00,u1600,click,90
2025-07-06T17:41:00,u1601,click,97
2025-07-07T18:42:00,u1602,click,3
2025-07-08T19:43:00,u1603,click,10
2025-07-09T20:44:00,u1604,click,17
2025-07-10T21:45:00,u1605,click,24
2025-07-11T22:46:00,u1606,click,31
2025-07-12T23:47:00,u1607,click,38
2025-07-13T00:48:00,u1608,click,45
2025-07-14T01:49:00,u1609,click,52
2025-07-15T02:50:00,u1610,click,59
2025-07-16T03:51:00,u1611,click,66
2025-07-17T04:52:00,u1612,click,73
2025-07-18T05:53:00,u1613,click,80
2025-07-19T06:54:00,u1614,click,87
2025-07-20T07:55:00,u1615,click,94
2025-07-21T08:56:00,u1616,click,0
2025-07-22T09:57:00,u1617,click,7
2025-07-23T10:58:00,u1618,click,14
2025-07-24T11:59:00,u1619,click,21
2025-07-25T12:00:00,u1620,click,28
2025-07-26T13:01:00,u1621,click,35
2025-07-27T14:02:00,u1622,click,42
2025-07-28T15:03:00,u1623,click,49
2025-07-01T16:04:00,u1624,click,56
2025-07-02T17:05:00,u1625,click,63
2025-07-03T18:06:00,u1626,click,70
2025-07-04T19:07:00,u1627,click,77
2025-07-05T20:08:00,u1628,click,84
2025-07-06T21:09:00,u1629,click,91
2025-07-07T22:10:00,u1630,click,98
2025-07-08T23:11:00,u1631,click,4
2025-07-09T00:12:00,u1632,click,11
2025-07-10T01:13:00,u1633,click,18
2025-07-11T02:14:00,u1634,click,25
2025-07-12T03:15:00,u1635,click,32
2025-07-13T04:16:00,u1636,click,39
2025-07-14T05:17:00,u1637,click,46
2025-07-15T06:18:00,u1638,click,53
2025-07-16T07:19:00,u1639,click,60
2025-07-17T08:20:00,u1640,click,67
2025-07-18T09:21:00,u1641,click,74
2025-07-19T10:22:00,u1642,click,81
2025-07-20T11:23:00,u1643,click,88
2025-07-21T12:24:00,u1644,click,95
2025-07-22T13:25:00,u1645,click,1
2025-07-23T14:26:00,u1646,click,8
2025-07-24T15:27:00,u1647,click,15
2025-07-25T16:28:00,u1648,click,22
2025-07-26T17:29:00,u1649,click,29
2025-07-27T18:30:00,u1650,click,36
2025-07-28T19:31:00,u1651,click,43
2025-07-01T20:32:00,u1652,click,50
2025-07-02T21:33:00,u1653,click,57
2025-07-03T22:34:00,u1654,click,64
2025-07-04T23:35:00,u1655,click,71
2025-07-05T00:36:00,u1656,click,78
2025-07-06T01:37:00,u1657,click,85
2025-07-07T02:38:00,u1658,click,92
2025-07-08T03:39:00,u1659,click,99
2025-07-09T04:40:00,u1660,click,5
2025-07-10T05:41:00,u1661,click,12
2025-07-11T06:42:00,u1662,click,19
2025-07-12T07:43:00,u1663,click,26
2025-07-13T08:44:00,u1664,click,33
2025-07-14T09:45:00,u1665,click,40
2025-07-15T10:46:00,u1666,click,47
2025-07-16T11:47:00,u1667,click,54
2025-07-17T12:48:00,u1668,click,61
2025-07-18T13:49:00,u1669,click,68
2025-07-19T14:50:00,u1670,click,75
2025-07-20T15:51:00,u1671,click,82
2025-07-21T16:52:00,u1672,click,89
2025-07-22T17:53:00,u1673,click,96
2025-07-23T18:54:00,u1674,click,2
2025-07-24T19:55:00,u1675,click,9
2025-07-25T20:56:00,u1676,click,16
2025-07-26T21:57:00,u1677,click,23
2025-07-27T22:58:00,u1678,click,30
2025-07-28T23:59:00,u1679,click,37
2025-07-01T00:00:00,u1680,click,44
2025-07-02T01:01:00,u1681,click,51
2025-07-03T02:02:00,u1682,click,58
2025-07-04T03:03:00,u1683,click,65
2025-07-05T04:04:00,u1684,click,72
2025-07-06T05:05:00,u1685,click,79
2025-07-07T06:06:00,u1686,click,86
2025-07-08T07:07:00,u1687,click,93
2025-07-09T08:08:00,u1688,click,100
2025-07-10T09:09:00,u1689,click,6
2025-07-11T10:10:00,u1690,click,13
2025-07-12T11:11:00,u1691,click,20
2025-07-13T12:12:00,u1692,click,27
2025-07-14T13:13:00,u1693,click,34
2025-07-15T14:14:00,u1694,click,41
2025-07-16T15:15:00,u1695,click,48
2025-07-17T16:16:00,u1696,click,55
2025-07-18T17:17:00,u1697,click,62
2025-07-19T18:18:00,u1698,click,69
2025-07-20T19:19:00,u1699,click,76
2025-07-21T20:20:00,u1700,click,83
2025-07-22T21:21:00,u1701,click,90
2025-07-23T22:22:00,u1702,click,97
2025-07-24T23:23:00,u1703,click,3
2025-07-25T00:24:00,u1704,click,10
2025-07-26T01:25:00,u1705,click,17
2025-07-27T02:26:00,u1706,click,24
2025-07-28T03:27:00,u1707,click,31
2025-07-01T04:28:00,u1708,click,38
2025-07-02T05:29:00,u1709,click,45
2025-07-03T06:30:00,u1710,click,52
2025-07-04T07:31:00,u1711,click,59
2025-07-05T08:32:00,u1712,click,66
2025-07-06T09:33:00,u1713,click,73
2025-07-07T10:34:00,u1714,click,80
2025-07-08T11:35:00,u1715,click,87
2025-07-09T12:36:00,u1716,click,94
2025-07-10T13:37:00,u1717,click,0
2025-07-11T14:38:00,u1718,click,7
2025-07-12T15:39:00,u1719,click,14
2025-07-13T16:40:00,u1720,click,21
2025-07-14T17:41:00,u1721,click,28
2025-07-15T18:42:00,u1722,click,35
2025-07-16T19:43:00,u1723,click,42
2025-07-17T20:44:00,u1724,click,49
2025-07-18T21:45:00,u1725,click,56
2025-07-19T22:46:00,u1726,click,63
2025-07-20T23:47:00,u1727,click,70
2025-07-21T00:48:00,u1728,click,77
2025-07-22T01:49:00,u1729,click,84
2025-07-23T02:50:00,u1730,click,91
2025-07-24T03:51:00,u1731,click,98
2025-07-25T04:52:00,u1732,click,4
2025-07-26T05:53:00,u1733,click,11
2025-07-27T06:54:00,u1734,click,18
2025-07-28T07:55:00,u1735,click,25
2025-07-01T08:56:00,u1736,click,32
2025-07-02T09:57:00,u1737,click,39
2025-07-03T10:58:00,u1738,click,46
2025-07-04T11:59:00,u1739,click,53
2025-07-05T12:00:00,u1740,click,60
2025-07-06T13:01:00,u1741,click,67
2025-07-07T14:02:00,u1742,click,74
2025-07-08T15:03:00,u1743,click,81
2025-07-09T16:04:00,u1744,click,88
2025-07-10T17:05:00,u1745,click,95
2025-07-11T18:06:00,u1746,click,1
2025-07-12T19:07:00,u1747,click,8
2025-07-13T20:08:00,u1748,click,15
2025-07-14T21:09:00,u1749,click,22
2025-07-15T22:10:00,u1750,click,29
2025-07-16T23:11:00,u1751,click,36
2025-07-17T00:12:00,u1752,click,43
2025-07-18T01:13:00,u1753,click,50
2025-07-19T02:14:00,u1754,click,57
2025-07-20T03:15:00,u1755,click,64
2025-07-21T04:16:00,u1756,click,71
2025-07-22T05:17:00,u1757,click,78
2025-07-23T06:18:00,u1758,click,85
2025-07-24T07:19:00,u1759,click,92
2025-07-25T08:20:00,u1760,click,99
2025-07-26T09:21:00,u1761,click,5
2025-07-27T10:22:00,u1762,click,12
2025-07-28T11:23:00,u1763,click,19
2025-07-01T12:24:00,u1764,click,26
2025-07-02T13:25:00,u1765,click,33
2025-07-03T14:26:00,u1766,click,40
2025-07-04T15:27:00,u1767,click,47
2025-07-05T16:28:00,u1768,click,54
2025-07-06T17:29:00,u1769,click,61
2025-07-07T18:30:00,u1770,click,68
2025-07-08T19:31:00,u1771,click,75
2025-07-09T20:32:00,u1772,click,82
2025-07-10T21:33:00,u1773,click,89
2025-07-11T22:34:00,u1774,click,96
2025-07-12T23:35:00,u1775,click,2
2025-07-13T00:36:00,u1776,click,9
2025-07-14T01:37:00,u1777,click,16
2025-07-15T02:38:00,u1778,click,23
2025-07-16T03:39:00,u1779,click,30
2025-07-17T04:40:00,u1780,click,37
2025-07-18T05:41:00,u1781,click,44
2025-07-19T06:42:00,u1782,click,51
2025-07-20T07:43:00,u1783,click,58
2025-07-21T08:44:00,u1784,click,65
2025-07-22T09:45:00,u1785,click,72
2025-07-23T10:46:00,u1786,click,79
2025-07-24T11:47:00,u1787,click,86
2025-07-25T12:48:00,u1788,click,93
2025-07-26T13:49:00,u1789,click,100
2025-07-27T14:50:00,u1790,click,6
2025-07-28T15:51:00,u1791,click,13
2025-07-01T16:52:00,u1792,click,20
2025-07-02T17:53:00,u1793,click,27
2025-07-03T18:54:00,u1794,click,34
2025-07-04T19:55:00,u1795,click,41
2025-07-05T20:56:00,u1796,click,48
2025-07-06T21:57:00,u1797,click,55
2025-07-07T22:58:00,u1798,click,62
2025-07-08T23:59:00,u1799,click,69
2025-07-09T00:00:00,u1800,click,76
2025-07-10T01:01:00,u1801,click,83
2025-07-11T02:02:00,u1802,click,90
2025-07-12T03:03:00,u1803,click,97
2025-07-13T04:04:00,u1804,click,3
2025-07-14T05:05:00,u1805,click,10
2025-07-15T06:06:00,u1806,click,17
2025-07-16T07:07:00,u1807,click,24
2025-07-17T08:08:00,u1808,click,31
2025-07-18T09:09:00,u1809,click,38
2025-07-19T10:10:00,u1810,click,45
2025-07-20T11:11:00,u1811,click,52
2025-07-21T12:12:00,u1812,click,59
2025-07-22T13:13:00,u1813,click,66
2025-07-23T14:14:00,u1814,click,73
2025-07-24T15:15:00,u1815,click,80
2025-07-25T16:16:00,u1816,click,87
2025-07-26T17:17:00,u1817,click,94
2025-07-27T18:18:00,u1818,click,0
2025-07-28T19:19:00,u1819,click,7
2025-07-01T20:20:00,u1820,click,14
2025-07-02T21:21:00,u1821,click,21
2025-07-03T22:22:00,u1822,click,28
2025-07-04T23:23:00,u1823,click,35
2025-07-05T00:24:00,u1824,click,42
2025-07-06T01:25:00,u1825,click,49
2025-07-07T02:26:00,u1826,click,56
2025-07-08T03:27:00,u1827,click,63
2025-07-09T04:28:00,u1828,click,70
2025-07-10T05:29:00,u1829,click,77
2025-07-11T06:30:00,u1830,click,84
2025-07-12T07:31:00,u1831,click,91
2025-07-13T08:32:00,u1832,click,98
2025-07-14T09:33:00,u1833,click,4
2025-07-15T10:34:00,u1834,click,11
2025-07-16T11:35:00,u1835,click,18
2025-07-17T12:36:00,u1836,click,25
2025-07-18T13:37:00,u1837,click,32
2025-07-19T14:38:00,u1838,click,39
2025-07-20T15:39:00,u1839,click,46
2025-07-21T16:40:00,u1840,click,53
2025-07-22T17:41:00,u1841,click,60
2025-07-23T18:42:00,u1842,click,67
2025-07-24T19:43:00,u1843,click,74
2025-07-25T20:44:00,u1844,click,81
2025-07-26T21:45:00,u1845,click,88
2025-07-27T22:46:00,u1846,click,95
2025-07-28T23:47:00,u1847,click,1
2025-07-01T00:48:00,u1848,click,8
2025-07-02T01:49:00,u1849,click,15
2025-07-03T02:50:00,u1850,click,22
2025-07-04T03:51:00,u1851,click,29
2025-07-05T04:52:00,u1852,click,36
2025-07-06T05:53:00,u1853,click,43
2025-07-07T06:54:00,u1854,click,50
2025-07-08T07:55:00,u1855,click,57
2025-07-09T08:56:00,u1856,click,64
2025-07-10T09:57:00,u1857,click,71
2025-07-11T10:58:00,u1858,click,78
2025-07-12T11:59:00,u1859,click,85
2025-07-13T12:00:00,u1860,click,92
2025-07-14T13:01:00,u1861,click,99
2025-07-15T14:02:00,u1862,click,5
2025-07-16T15:03:00,u1863,click,12
2025-07-17T16:04:00,u1864,click,19
2025-07-18T17:05:00,u1865,click,26
2025-07-19T18:06:00,u1866,click,33
2025-07-20T19:07:00,u1867,click,40
2025-07-21T20:08:00,u1868,click,47
2025-07-22T21:09:00,u1869,click,54
2025-07-23T22:10:00,u1870,click,61
2025-07-24T23:11:00,u1871,click,68
2025-07-25T00:12:00,u1872,click,75
2025-07-26T01:13:00,u1873,click,82
2025-07-27T02:14:00,u1874,click,89
2025-07-28T03:15:00,u1875,click,96
2025-07-01T04:16:00,u1876,click,2
2025-07-02T05:17:00,u1877,click,9
2025-07-03T06:18:00,u1878,click,16
2025-07-04T07:19:00,u1879,click,23
2025-07-05T08:20:00,u1880,click,30
2025-07-06T09:21:00,u1881,click,37
2025-07-07T10:22:00,u1882,click,44
2025-07-08T11:23:00,u1883,click,51
2025-07-09T12:24:00,u1884,click,58
2025-07-10T13:25:00,u1885,click,65
2025-07-11T14:26:00,u1886,click,72
2025-07-12T15:27:00,u1887,click,79
2025-07-13T16:28:00,u1888,click,86
2025-07-14T17:29:00,u1889,click,93
2025-07-15T18:30:00,u1890,click,100
2025-07-16T19:31:00,u1891,click,6
2025-07-17T20:32:00,u1892,click,13
2025-07-18T21:33:00,u1893,click,20
2025-07-19T22:34:00,u1894,click,27
2025-07-20T23:35:00,u1895,click,34
2025-07-21T00:36:00,u1896,click,41
2025-07-22T01:37:00,u1897,click,48
2025-07-23T02:38:00,u1898,click,55
2025-07-24T03:39:00,u1899,click,62
2025-07-25T04:40:00,u1900,click,69
2025-07-26T05:41:00,u1901,click,76
2025-07-27T06:42:00,u1902,click,83
2025-07-28T07:43:00,u1903,click,90
2025-07-01T08:44:00,u1904,click,97
2025-07-02T09:45:00,u1905,click,3
2025-07-03T10:46:00,u1906,click,10
2025-07-04T11:47:00,u1907,click,17
2025-07-05T12:48:00,u1908,click,24
2025-07-06T13:49:00,u1909,click,31
2025-07-07T14:50:00,u1910,click,38
2025-07-08T15:51:00,u1911,click,45
2025-07-09T16:52:00,u1912,click,52
2025-07-10T17:53:00,u1913,click,59
2025-07-11T18:54:00,u1914,click,66
2025-07-12T19:55:00,u1915,click,73
2025-07-13T20:56:00,u1916,click,80
2025-07-14T21:57:00,u1917,click,87
2025-07-15T22:58:00,u1918,click,94
2025-07-16T23:59:00,u1919,click,0
2025-07-17T00:00:00,u1920,click,7
2025-07-18T01:01:00,u1921,click,14
2025-07-19T02:02:00,u1922,click,21
2025-07-20T03:03:00,u1923,click,28
2025-07-21T04:04:00,u1924,click,35
2025-07-22T05:05:00,u1925,click,42
2025-07-23T06:06:00,u1926,click,49
2025-07-24T07:07:00,u1927,click,56
2025-07-25T08:08:00,u1928,click,63
2025-07-26T09:09:00,u1929,click,70
2025-07-27T10:10:00,u1930,click,77
2025-07-28T11:11:00,u1931,click,84
2025-07-01T12:12:00,u1932,click,91
2025-07-02T13:13:00,u1933,click,98
2025-07-03T14:14:00,u1934,click,4
2025-07-04T15:15:00,u1935,click,11
2025-07-05T16:16:00,u1936,click,18
2025-07-06T17:17:00,u1937,click,25
2025-07-07T18:18:00,u1938,click,32
2025-07-08T19:19:00,u1939,click,39
2025-07-09T20:20:00,u1940,click,46
2025-07-10T21:21:00,u1941,click,53
2025-07-11T22:22:00,u1942,click,60
2025-07-12T23:23:00,u1943,click,67
2025-07-13T00:24:00,u1944,click,74
2025-07-14T01:25:00,u1945,click,81
2025-07-15T02:26:00,u1946,click,88
2025-07-16T03:27:00,u1947,click,95
2025-07-17T04:28:00,u1948,click,1
2025-07-18T05:29:00,u1949,click,8
2025-07-19T06:30:00,u1950,click,15
2025-07-20T07:31:00,u1951,click,22
2025-07-21T08:32:00,u1952,click,29
2025-07-22T09:33:00,u1953,click,36
2025-07-23T10:34:00,u1954,click,43
2025-07-24T11:35:00,u1955,click,50
2025-07-25T12:36:00,u1956,click,57
2025-07-26T13:37:00,u1957,click,64
2025-07-27T14:38:00,u1958,click,71
2025-07-28T15:39:00,u1959,click,78
2025-07-01T16:40:00,u1960,click,85
2025-07-02T17:41:00,u1961,click,92
2025-07-03T18:42:00,u1962,click,99
2025-07-04T19:43:00,u1963,click,5
2025-07-05T20:44:00,u1964,click,12
2025-07-06T21:45:00,u1965,click,19
2025-07-07T22:46:00,u1966,click,26
2025-07-08T23:47:00,u1967,click,33
2025-07-09T00:48:00,u1968,click,40
2025-07-10T01:49:00,u1969,click,47
2025-07-11T02:50:00,u1970,click,54
2025-07-12T03:51:00,u1971,click,61
2025-07-13T04:52:00,u1972,click,68
2025-07-14T05:53:00,u1973,click,75
2025-07-15T06:54:00,u1974,click,82
2025-07-16T07:55:00,u1975,click,89
2025-07-17T08:56:00,u1976,click,96
2025-07-18T09:57:00,u1977,click,2
2025-07-19T10:58:00,u1978,click,9
2025-07-20T11:59:00,u1979,click,16
2025-07-21T12:00:00,u1980,click,23
2025-07-22T13:01:00,u1981,click,30
2025-07-23T14:02:00,u1982,click,37
2025-07-24T15:03:00,u1983,click,44
2025-07-25T16:04:00,u1984,click,51
2025-07-26T17:05:00,u1985,click,58
2025-07-27T18:06:00,u1986,click,65
2025-07-28T19:07:00,u1987,click,72
2025-07-01T20:08:00,u1988,click,79
2025-07-02T21:09:00,u1989,click,86
2025-07-03T22:10:00,u1990,click,93
2025-07-04T23:11:00,u1991,click,100
2025-07-05T00:12:00,u1992,click,6
2025-07-06T01:13:00,u1993,click,13
2025-07-07T02:14:00,u1994,click,20
2025-07-08T03:15:00,u1995,click,27
2025-07-09T04:16:00,u1996,click,34
2025-07-10T05:17:00,u1997,click,41
